"data","sum"
"2019-10-28 00:00:00",8765203.98425
"2019-10-29 00:00:00",9047912.9297
"2019-10-30 00:00:00",8903355.07709
"2019-10-31 00:00:00",9722729.73816
"2019-11-01 00:00:00",10118901.22261
"2019-11-02 00:00:00",15046251.81178
"2019-11-03 00:00:00",13139386.72267
"2019-11-04 00:00:00",12617715.03149
"2019-11-05 00:00:00",7393997.4665
"2019-11-06 00:00:00",8063045.0777
"2019-11-07 00:00:00",8197803.87546
"2019-11-08 00:00:00",8593231.07539
"2019-11-09 00:00:00",13229787.81304
"2019-11-10 00:00:00",12761508.01226
"2019-11-11 00:00:00",7265269.19016
"2019-11-12 00:00:00",7279070.48167
"2019-11-13 00:00:00",7540044.40285
"2019-11-14 00:00:00",8122752.39729
"2019-11-15 00:00:00",9284666.69473
"2019-11-16 00:00:00",14136776.23384
"2019-11-17 00:00:00",12463272.50288
"2019-11-18 00:00:00",7686730.89186
"2019-11-19 00:00:00",7591452.32791
"2019-11-20 00:00:00",8111074.56777
"2019-11-21 00:00:00",8257091.30587
"2019-11-22 00:00:00",8956762.64116
"2019-11-23 00:00:00",13365865.78788
"2019-11-24 00:00:00",11831538.21026
"2019-11-25 00:00:00",6972243.37719
"2019-11-26 00:00:00",7347768.53964
"2019-11-27 00:00:00",7532315.21689
"2019-11-28 00:00:00",6875058.64991
"2019-11-29 00:00:00",29657006.38598
"2019-11-30 00:00:00",15989981.85895
"2019-12-01 00:00:00",14418613.03802
"2019-12-02 00:00:00",7872688.45901
"2019-12-03 00:00:00",10917338.75386
"2019-12-04 00:00:00",7808564.13598
"2019-12-05 00:00:00",8060099.99454
"2019-12-06 00:00:00",8607902.48736
"2019-12-07 00:00:00",13574036.53278
"2019-12-08 00:00:00",12089777.41686
"2019-12-09 00:00:00",6983562.63354
"2019-12-10 00:00:00",7207087.46919
"2019-12-11 00:00:00",8286914.13383
"2019-12-12 00:00:00",8960106.9967
"2019-12-13 00:00:00",8569160.11065
"2019-12-14 00:00:00",13328046.74194
"2019-12-15 00:00:00",11608301.60898
"2019-12-16 00:00:00",7355690.41111
"2019-12-17 00:00:00",7499927.25398
"2019-12-18 00:00:00",7745083.70129
"2019-12-19 00:00:00",8599012.00787
"2019-12-20 00:00:00",23619061.30143
"2019-12-21 00:00:00",25564980.68501
"2019-12-22 00:00:00",22969440.47885
"2019-12-23 00:00:00",14862819.98235
"2019-12-24 00:00:00",14896415.00475
"2019-12-25 00:00:00",13702106.97433
"2019-12-26 00:00:00",13846021.39789
"2019-12-27 00:00:00",15094532.45065
"2019-12-28 00:00:00",19206978.44324
"2019-12-29 00:00:00",17919937.50849
"2019-12-30 00:00:00",14473551.02822
"2019-12-31 00:00:00",9420427.74562
